Monitoring Date,Officer ID,Officer Name,Office Location,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID,Incentive Received,Compliance Target Achieved
17-10-2022,24,Zoe Ward,Melbourne,4,Warners Bay Foreshore,"Federation Square, Melbourne, VIC 3000",336,Air Quality Check,Description 126,2.15,Equipment 19,363.18,Non-Compliant,4,1578,No,
20-11-2022,24,Hannah Moore,Brisbane,16,Redhead Beach,"Beach Road, Redhead, NSW 2290",752,Soil Quality Test,Description 85,5.02,Equipment 9,62.57,Compliant,1,638,Yes,No
18-01-2022,23,Paula Young,Perth,1,Glenrock State Conservation Area,"Kings Park, Perth, WA 6005",983,Soil Quality Test,Description 180,1.61,Equipment 9,363.91,Non-Compliant,5,1555,No,
09-11-2022,24,Alice Johnson,Adelaide,24,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",213,Soil Quality Test,Description 70,7.89,Equipment 18,74.32,Non-Compliant,3,3036,Yes,No
16-04-2022,21,Diana Taylor,Hobart,4,Croudace Bay Park,"Mount Wellington, Hobart, TAS 7054",382,Noise Level Measurement,Description 53,5.14,Equipment 10,498.7,Non-Compliant,5,891,Yes,Yes
19-09-2022,8,Yvonne Cook,Darwin,22,Belmont Wetlands State Park,"Darwin Waterfront, Darwin, NT 0800",279,Air Quality Check,Description 169,1.17,Equipment 15,132.18,Compliant,2,2635,Yes,No
19-04-2022,18,Beth Smith,Canberra,13,Jesmond Park,"Lake Burley Griffin, Canberra, ACT 2600",280,Water Quality Test,Description 183,2.43,Equipment 11,357.74,Compliant,3,1159,No,
15-10-2022,22,Beth Smith,Gold Coast,18,Mount Sugarloaf,"Broadbeach, Gold Coast, QLD 4218",41,Soil Quality Test,Description 21,1.78,Equipment 3,326.1,Non-Compliant,4,4319,Yes,Yes
16-10-2022,23,Paula Young,Newcastle,16,Charlestown Park,"Wharf Road, Newcastle East, NSW 2300",936,Air Quality Check,Description 127,6.66,Equipment 11,409.87,Compliant,3,3276,No,
12-02-2022,13,Vicky Turner,Sydney,20,Toronto Foreshore,"Circular Quay, Sydney, NSW 2000",607,Water Quality Test,Description 38,3.71,Equipment 17,492.29,Non-Compliant,5,3770,Yes,Yes
22-09-2022,23,Fiona Wilson,Melbourne,9,Watagan Mountains,"Federation Square, Melbourne, VIC 3000",53,Noise Level Measurement,Description 98,6.66,Equipment 18,246.48,Compliant,1,2349,Yes,No
04-07-2022,16,Diana Taylor,Brisbane,18,Awaba State Forest,"Queen Street Mall, Brisbane, QLD 4000",222,Noise Level Measurement,Description 145,4.21,Equipment 18,220.45,Non-Compliant,4,1442,No,
05-01-2022,2,Ella Brown,Perth,9,Heaton State Forest,"Cottesloe Beach, Perth, WA 6011",224,Water Quality Test,Description 106,5.74,Equipment 12,315.74,Non-Compliant,1,4498,Yes,No
14-08-2022,9,Ella Brown,Adelaide,18,Lambton Park,"Glenelg Beach, Adelaide, SA 5045",141,Soil Quality Test,Description 11,4.56,Equipment 9,400.38,Non-Compliant,4,4710,No,
21-02-2022,13,Beth Smith,Hobart,16,Richley Reserve,"Mount Wellington, Hobart, TAS 7054",564,Air Quality Check,Description 99,6.09,Equipment 7,488.33,Non-Compliant,2,297,Yes,Yes
05-04-2022,3,Kate Harris,Darwin,10,Braye Park,"Mindil Beach, Darwin, NT 0820",48,Noise Level Measurement,Description 191,6.95,Equipment 13,265.19,Compliant,5,4056,Yes,No
23-05-2022,6,Ella Brown,Canberra,21,Waratah Park,"Turton Road, Waratah, NSW 2298",863,Water Quality Test,Description 143,4.8,Equipment 6,474.44,Compliant,2,161,No,
31-12-2022,25,Fiona Wilson,Gold Coast,12,King Edward Park,"Reserve Road, Newcastle, NSW 2300",447,Noise Level Measurement,Description 89,3.91,Equipment 10,389.93,Compliant,3,4718,Yes,Yes
24-02-2022,21,Zoe Ward,Newcastle,10,Blackbutt Nature Reserve,"Shortland Esplanade, Newcastle, NSW 2300",674,Soil Quality Test,Description 22,5.46,Equipment 20,312.92,Non-Compliant,2,1302,Yes,Yes
22-08-2022,16,Jane White,Sydney,1,King Edward Park,"Circular Quay, Sydney, NSW 2000",925,Noise Level Measurement,Description 101,6.1,Equipment 17,49.96,Compliant,4,4969,Yes,Yes
13-03-2022,1,Diana Taylor,Melbourne,2,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",273,Water Quality Test,Description 54,3.15,Equipment 20,195.57,Non-Compliant,3,1995,No,
23-03-2022,21,Xena Perez,Brisbane,21,Nobbys Beach,"Queen Street Mall, Brisbane, QLD 4000",718,Water Quality Test,Description 88,3.83,Equipment 18,324.47,Compliant,4,1817,Yes,Yes
23-08-2022,11,Alice Johnson,Perth,21,Nobbys Beach,"Cottesloe Beach, Perth, WA 6011",247,Soil Quality Test,Description 70,5.46,Equipment 17,212.98,Compliant,4,2071,No,
18-04-2022,25,Natalie Walker,Adelaide,16,Speers Point Park,"Glenelg Beach, Adelaide, SA 5045",566,Water Quality Test,Description 70,1.38,Equipment 13,468.96,Compliant,4,523,Yes,Yes
04-12-2022,24,Paula Young,Hobart,9,Warners Bay Foreshore,"Salamanca Place, Hobart, TAS 7000",93,Soil Quality Test,Description 111,6.59,Equipment 5,415.4,Compliant,3,4386,No,
15-06-2022,4,Wendy Mitchell,Darwin,9,Redhead Beach,"Mindil Beach, Darwin, NT 0820",156,Soil Quality Test,Description 90,7.29,Equipment 4,421.09,Non-Compliant,1,2865,No,
10-09-2022,10,Xena Perez,Canberra,18,Glenrock State Conservation Area,"Parliament House, Canberra, ACT 2600",560,Water Quality Test,Description 184,6.92,Equipment 3,487.02,Non-Compliant,3,2272,Yes,Yes
08-10-2022,12,Xena Perez,Gold Coast,24,Hunter Wetlands Centre,"Broadbeach, Gold Coast, QLD 4218",122,Air Quality Check,Description 121,5.81,Equipment 15,56.31,Compliant,2,1772,No,
21-10-2022,7,Megan Lewis,Newcastle,15,Croudace Bay Park,"John Parade, Merewether, NSW 2291",123,Soil Quality Test,Description 61,7.21,Equipment 2,115.29,Compliant,5,2372,Yes,No
06-03-2022,25,Rachel King,Sydney,11,Belmont Wetlands State Park,"Reserve Road, Newcastle, NSW 2300",472,Noise Level Measurement,Description 56,4.88,Equipment 15,237.61,Compliant,2,809,Yes,Yes
10-03-2022,21,Natalie Walker,Melbourne,20,Jesmond Park,"Federation Square, Melbourne, VIC 3000",10,Soil Quality Test,Description 10,3.95,Equipment 16,383.93,Non-Compliant,5,392,Yes,Yes
17-07-2022,8,Ella Brown,Brisbane,9,Mount Sugarloaf,"South Bank, Brisbane, QLD 4101",349,Water Quality Test,Description 27,4.74,Equipment 5,80.05,Compliant,4,3018,Yes,No
10-06-2022,22,Samantha Wright,Perth,2,Charlestown Park,"Kings Park, Perth, WA 6005",547,Noise Level Measurement,Description 49,1.87,Equipment 18,498.13,Non-Compliant,2,1328,Yes,Yes
18-03-2022,15,Kate Harris,Adelaide,16,Toronto Foreshore,"Glenelg Beach, Adelaide, SA 5045",442,Air Quality Check,Description 199,2.02,Equipment 7,300.04,Compliant,1,3505,Yes,Yes
11-07-2022,22,Fiona Wilson,Hobart,14,Watagan Mountains,"Mount Wellington, Hobart, TAS 7054",89,Soil Quality Test,Description 169,7.97,Equipment 10,302.94,Non-Compliant,5,1519,Yes,Yes
11-07-2022,4,Samantha Wright,Darwin,8,Awaba State Forest,"Mindil Beach, Darwin, NT 0820",939,Noise Level Measurement,Description 191,2.11,Equipment 6,295.68,Non-Compliant,4,4166,No,
10-12-2022,25,Yvonne Cook,Canberra,6,Heaton State Forest,"Lake Burley Griffin, Canberra, ACT 2600",633,Noise Level Measurement,Description 71,3.71,Equipment 16,241.35,Compliant,5,56,No,
19-06-2022,20,Tina Scott,Gold Coast,4,Lambton Park,"Broadbeach, Gold Coast, QLD 4218",985,Noise Level Measurement,Description 149,2.09,Equipment 14,119.17,Non-Compliant,4,2461,Yes,No
22-10-2022,10,Ella Brown,Newcastle,20,Richley Reserve,"Wharf Road, Newcastle East, NSW 2300",370,Air Quality Check,Description 112,7.94,Equipment 10,341.31,Compliant,3,4276,No,
02-10-2022,6,Beth Smith,Sydney,6,Braye Park,"Reserve Road, Newcastle, NSW 2300",328,Soil Quality Test,Description 25,4.96,Equipment 4,152.21,Compliant,4,2987,No,
01-03-2022,14,Grace Jones,Melbourne,2,Merewether Beach,"St Kilda Road, Melbourne, VIC 3004",410,Noise Level Measurement,Description 190,7.84,Equipment 14,195.27,Compliant,2,789,No,
20-10-2022,15,Hannah Moore,Brisbane,21,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",67,Air Quality Check,Description 54,1.14,Equipment 15,220,Non-Compliant,2,244,No,
07-07-2022,20,Megan Lewis,Perth,3,Blackbutt Nature Reserve,"Kings Park, Perth, WA 6005",250,Air Quality Check,Description 6,3.86,Equipment 10,470,Compliant,5,144,Yes,No
29-10-2022,12,Grace Jones,Adelaide,18,King Edward Park,"Glenelg Beach, Adelaide, SA 5045",28,Water Quality Test,Description 55,1.93,Equipment 1,231.84,Compliant,2,1770,Yes,No
24-11-2022,6,Wendy Mitchell,Hobart,12,Newcastle Beach,"Salamanca Place, Hobart, TAS 7000",448,Air Quality Check,Description 148,1.66,Equipment 18,98.45,Compliant,2,3604,No,
03-01-2022,12,Rachel King,Darwin,23,Belmont Wetlands State Park,"Darwin Waterfront, Darwin, NT 0800",806,Soil Quality Test,Description 165,1.23,Equipment 1,254.25,Compliant,1,3457,No,
31-08-2022,23,Isabella Thompson,Canberra,22,Nobbys Beach,"Lake Burley Griffin, Canberra, ACT 2600",139,Noise Level Measurement,Description 83,6.81,Equipment 1,411.53,Compliant,1,4997,No,
26-03-2022,7,Tina Scott,Gold Coast,12,Speers Point Park,"Broadbeach, Gold Coast, QLD 4218",847,Noise Level Measurement,Description 191,1.74,Equipment 10,54.32,Non-Compliant,4,1358,No,
22-04-2022,5,Natalie Walker,Newcastle,18,Warners Bay Foreshore,"John Parade, Merewether, NSW 2291",448,Noise Level Measurement,Description 179,4.69,Equipment 20,68.25,Compliant,4,3115,No,
31-05-2022,15,Isabella Thompson,Sydney,21,Redhead Beach,"Reserve Road, Newcastle, NSW 2300",515,Air Quality Check,Description 193,5.73,Equipment 13,259.27,Non-Compliant,4,4292,No,
15-03-2022,16,Olivia Hall,Melbourne,9,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",407,Noise Level Measurement,Description 191,3.03,Equipment 4,388.29,Non-Compliant,2,2126,No,
02-07-2022,4,Rachel King,Brisbane,10,Hunter Wetlands Centre,"Sandgate Road, Shortland, NSW 2307",825,Noise Level Measurement,Description 88,3.68,Equipment 20,21.17,Compliant,2,1500,Yes,No
11-07-2022,19,Alice Johnson,Perth,11,Croudace Bay Park,"Kings Park, Perth, WA 6005",945,Water Quality Test,Description 103,7.2,Equipment 8,103.62,Compliant,4,3761,No,
09-07-2022,17,Vicky Turner,Adelaide,9,Belmont Wetlands State Park,"Rundle Mall, Adelaide, SA 5000",70,Noise Level Measurement,Description 125,4.92,Equipment 1,308.94,Non-Compliant,4,4538,No,
29-03-2022,16,Rachel King,Hobart,12,Redhead Beach,"Salamanca Place, Hobart, TAS 7000",717,Water Quality Test,Description 92,4.91,Equipment 20,486.69,Compliant,5,2044,Yes,Yes
30-01-2022,23,Alice Johnson,Darwin,11,Mount Sugarloaf,"Darwin Waterfront, Darwin, NT 0800",608,Water Quality Test,Description 173,2.26,Equipment 17,59.65,Compliant,4,3125,No,
09-07-2022,14,Tina Scott,Canberra,13,Charlestown Park,"Parliament House, Canberra, ACT 2600",673,Air Quality Check,Description 75,1.82,Equipment 5,147.95,Non-Compliant,2,4249,No,
10-01-2022,5,Hannah Moore,Gold Coast,23,Toronto Foreshore,"Surfers Paradise Beach, Gold Coast, QLD 4217",13,Noise Level Measurement,Description 162,2.67,Equipment 17,343.29,Non-Compliant,3,427,No,
01-10-2022,17,Hannah Moore,Newcastle,24,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",270,Air Quality Check,Description 21,2.87,Equipment 11,395.53,Non-Compliant,1,151,No,
13-09-2022,10,Grace Jones,Sydney,19,Warners Bay Foreshore,"Circular Quay, Sydney, NSW 2000",168,Soil Quality Test,Description 65,5.88,Equipment 18,112.54,Non-Compliant,5,1788,Yes,No
25-03-2022,19,Natalie Walker,Melbourne,24,Speers Point Park,"Federation Square, Melbourne, VIC 3000",433,Noise Level Measurement,Description 16,4.6,Equipment 10,418.9,Compliant,2,2424,Yes,Yes
20-04-2022,8,Samantha Wright,Brisbane,2,Lambton Park,"Queen Street Mall, Brisbane, QLD 4000",978,Soil Quality Test,Description 129,6.17,Equipment 12,469.28,Compliant,5,65,Yes,Yes
16-09-2022,25,Ella Brown,Perth,22,Richley Reserve,"Cottesloe Beach, Perth, WA 6011",13,Air Quality Check,Description 72,1.74,Equipment 5,400.86,Non-Compliant,4,2336,No,
03-07-2022,23,Vicky Turner,Adelaide,17,Braye Park,"Rundle Mall, Adelaide, SA 5000",557,Noise Level Measurement,Description 123,5.16,Equipment 17,455.89,Non-Compliant,4,929,No,
03-07-2022,23,Kate Harris,Hobart,16,Waratah Park,"Salamanca Place, Hobart, TAS 7000",88,Soil Quality Test,Description 102,3.06,Equipment 5,473.54,Non-Compliant,3,198,Yes,Yes
28-03-2022,22,Fiona Wilson,Darwin,5,King Edward Park,"Reserve Road, Newcastle, NSW 2300",973,Soil Quality Test,Description 25,6.11,Equipment 6,402.52,Compliant,3,227,Yes,No
06-01-2022,5,Laura Clark,Canberra,22,Blackbutt Nature Reserve,"Lake Burley Griffin, Canberra, ACT 2600",232,Soil Quality Test,Description 111,6.68,Equipment 2,18.29,Non-Compliant,3,2661,No,
07-02-2022,6,Yvonne Cook,Gold Coast,6,King Edward Park,"Reserve Road, Newcastle, NSW 2300",164,Noise Level Measurement,Description 189,2.96,Equipment 10,158.54,Compliant,5,830,Yes,Yes
15-09-2022,17,Jane White,Newcastle,17,Newcastle Beach,"Wharf Road, Newcastle East, NSW 2300",470,Air Quality Check,Description 162,5.45,Equipment 3,64.34,Compliant,4,3613,Yes,Yes
25-07-2022,12,Grace Jones,Sydney,3,Merewether Beach,"Reserve Road, Newcastle, NSW 2300",205,Water Quality Test,Description 70,7.03,Equipment 16,375.83,Non-Compliant,3,1197,No,
07-05-2022,21,Ella Brown,Melbourne,22,Nobbys Beach,"Federation Square, Melbourne, VIC 3000",972,Water Quality Test,Description 163,5.64,Equipment 11,425.48,Compliant,4,4390,Yes,Yes
28-10-2022,2,Isabella Thompson,Brisbane,23,Speers Point Park,"South Bank, Brisbane, QLD 4101",964,Noise Level Measurement,Description 29,1.42,Equipment 7,262.78,Compliant,4,738,Yes,Yes
04-06-2022,24,Vicky Turner,Perth,24,Warners Bay Foreshore,"The Esplanade, Warners Bay, NSW 2282",424,Air Quality Check,Description 71,2.11,Equipment 7,263.04,Non-Compliant,5,2484,No,
01-02-2022,5,Grace Jones,Adelaide,15,Redhead Beach,"Rundle Mall, Adelaide, SA 5000",549,Soil Quality Test,Description 15,1.66,Equipment 17,259.05,Non-Compliant,3,1958,Yes,Yes
20-02-2022,23,Rachel King,Hobart,23,Glenrock State Conservation Area,"Mount Wellington, Hobart, TAS 7054",89,Noise Level Measurement,Description 117,6.68,Equipment 10,148.09,Compliant,5,765,No,
22-04-2022,1,Xena Perez,Darwin,8,Hunter Wetlands Centre,"Darwin Waterfront, Darwin, NT 0800",340,Air Quality Check,Description 15,6.04,Equipment 6,59.58,Non-Compliant,4,4780,Yes,Yes
09-10-2022,16,Natalie Walker,Canberra,3,Croudace Bay Park,"Lake Burley Griffin, Canberra, ACT 2600",99,Air Quality Check,Description 139,3.77,Equipment 15,78.91,Non-Compliant,5,3233,No,
24-01-2022,14,Isabella Thompson,Gold Coast,18,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",936,Soil Quality Test,Description 176,2.57,Equipment 1,288.47,Compliant,1,1387,No,
18-10-2022,14,Zoe Ward,Newcastle,24,Charlestown Park,"Wharf Road, Newcastle East, NSW 2300",556,Noise Level Measurement,Description 163,6.49,Equipment 14,219.23,Non-Compliant,3,3257,No,
13-03-2022,20,Natalie Walker,Sydney,24,Mount Sugarloaf,"Darling Harbour, Sydney, NSW 2000",310,Water Quality Test,Description 141,2.92,Equipment 11,236.75,Non-Compliant,4,1099,No,
27-12-2022,9,Uma Allen,Melbourne,1,Charlestown Park,"St Kilda Road, Melbourne, VIC 3004",23,Water Quality Test,Description 89,6.6,Equipment 6,483.79,Non-Compliant,1,4468,No,
02-11-2022,7,Beth Smith,Brisbane,2,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",70,Soil Quality Test,Description 39,2.09,Equipment 6,41.19,Non-Compliant,2,3700,Yes,No
05-06-2022,8,Natalie Walker,Perth,2,Watagan Mountains,"Watagan Forest Road, Watagan Mountains, NSW 2325",933,Soil Quality Test,Description 180,6.9,Equipment 14,251.86,Compliant,5,3349,Yes,No
30-05-2022,5,Hannah Moore,Adelaide,24,Awaba State Forest,"Rundle Mall, Adelaide, SA 5000",180,Air Quality Check,Description 55,7.46,Equipment 8,458.12,Non-Compliant,2,1574,No,
01-05-2022,8,Isabella Thompson,Hobart,18,Heaton State Forest,"Mount Wellington, Hobart, TAS 7054",272,Soil Quality Test,Description 119,6.27,Equipment 15,253.1,Non-Compliant,4,2854,Yes,No
28-02-2022,4,Hannah Moore,Darwin,5,Lambton Park,"Darwin Waterfront, Darwin, NT 0800",903,Air Quality Check,Description 102,5.85,Equipment 15,49.46,Compliant,4,2978,No,
26-10-2022,17,Rachel King,Canberra,16,Richley Reserve,"Lake Burley Griffin, Canberra, ACT 2600",699,Noise Level Measurement,Description 132,7.49,Equipment 11,254.89,Compliant,3,2380,No,
05-12-2022,2,Wendy Mitchell,Gold Coast,24,Braye Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",53,Noise Level Measurement,Description 83,4.2,Equipment 11,459.52,Compliant,1,2725,No,
15-09-2022,8,Kate Harris,Newcastle,9,Waratah Park,"John Parade, Merewether, NSW 2291",506,Noise Level Measurement,Description 13,2.54,Equipment 15,459.26,Compliant,3,2845,No,
24-06-2022,10,Beth Smith,Sydney,8,King Edward Park,"Circular Quay, Sydney, NSW 2000",823,Soil Quality Test,Description 100,1.58,Equipment 7,30.74,Compliant,5,4253,No,
21-11-2022,20,Jane White,Melbourne,22,Blackbutt Nature Reserve,"St Kilda Road, Melbourne, VIC 3004",767,Soil Quality Test,Description 24,5,Equipment 4,91.54,Compliant,5,1484,Yes,Yes
19-11-2022,6,Tina Scott,Brisbane,24,King Edward Park,"South Bank, Brisbane, QLD 4101",989,Air Quality Check,Description 86,1.13,Equipment 19,473.7,Compliant,3,4201,No,
15-07-2022,16,Yvonne Cook,Perth,20,Newcastle Beach,"Cottesloe Beach, Perth, WA 6011",768,Soil Quality Test,Description 32,5.86,Equipment 9,376.32,Compliant,5,3098,No,
23-11-2022,20,Yvonne Cook,Adelaide,12,Merewether Beach,"Glenelg Beach, Adelaide, SA 5045",441,Air Quality Check,Description 103,3.35,Equipment 20,143.06,Compliant,2,1387,No,
28-08-2022,4,Diana Taylor,Hobart,24,Nobbys Beach,"Salamanca Place, Hobart, TAS 7000",989,Noise Level Measurement,Description 110,1.42,Equipment 2,63.48,Compliant,5,4023,No,
26-02-2022,5,Zoe Ward,Darwin,4,Speers Point Park,"Mindil Beach, Darwin, NT 0820",52,Soil Quality Test,Description 98,4.97,Equipment 8,299.31,Non-Compliant,5,599,No,
17-07-2022,9,Wendy Mitchell,Canberra,9,Nobbys Beach,"Lake Burley Griffin, Canberra, ACT 2600",630,Soil Quality Test,Description 20,2.32,Equipment 7,154.63,Non-Compliant,5,1636,Yes,Yes
27-07-2022,18,Ella Brown,Gold Coast,2,Redhead Beach,"Broadbeach, Gold Coast, QLD 4218",465,Soil Quality Test,Description 93,3.64,Equipment 2,490.21,Compliant,5,3357,Yes,No
14-11-2022,10,Samantha Wright,Newcastle,14,Glenrock State Conservation Area,"John Parade, Merewether, NSW 2291",42,Soil Quality Test,Description 65,7.39,Equipment 20,234.05,Non-Compliant,5,2315,Yes,No
08-07-2022,17,Isabella Thompson,Sydney,24,Hunter Wetlands Centre,"Circular Quay, Sydney, NSW 2000",114,Water Quality Test,Description 145,2.73,Equipment 13,371.58,Non-Compliant,4,1241,No,
11-10-2022,8,Paula Young,Melbourne,23,Croudace Bay Park,"St Kilda Road, Melbourne, VIC 3004",789,Water Quality Test,Description 84,3.53,Equipment 5,156.81,Non-Compliant,2,1271,Yes,No
17-12-2022,2,Rachel King,Brisbane,5,Belmont Wetlands State Park,"South Bank, Brisbane, QLD 4101",282,Water Quality Test,Description 199,6.52,Equipment 10,318.5,Non-Compliant,4,3850,No,
28-12-2022,22,Isabella Thompson,Perth,13,Jesmond Park,"Cottesloe Beach, Perth, WA 6011",978,Soil Quality Test,Description 122,6.56,Equipment 7,360.24,Non-Compliant,2,3793,Yes,No
27-01-2022,25,Grace Jones,Adelaide,11,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",264,Water Quality Test,Description 15,6.28,Equipment 9,171.38,Non-Compliant,4,85,No,
15-04-2022,7,Paula Young,Hobart,10,Charlestown Park,"Salamanca Place, Hobart, TAS 7000",272,Noise Level Measurement,Description 97,7.04,Equipment 3,204.03,Compliant,4,4226,No,
31-05-2022,10,Tina Scott,Darwin,5,Toronto Foreshore,"Mindil Beach, Darwin, NT 0820",362,Air Quality Check,Description 169,3.17,Equipment 9,35.92,Non-Compliant,4,4610,Yes,Yes
13-05-2022,20,Zoe Ward,Canberra,21,Watagan Mountains,"Lake Burley Griffin, Canberra, ACT 2600",936,Soil Quality Test,Description 84,7.22,Equipment 13,94.26,Non-Compliant,1,4164,Yes,No
11-06-2022,21,Xena Perez,Gold Coast,22,Awaba State Forest,"Broadbeach, Gold Coast, QLD 4218",266,Air Quality Check,Description 165,3.48,Equipment 11,30.42,Compliant,5,4642,No,
26-06-2022,9,Hannah Moore,Newcastle,9,Heaton State Forest,"Shortland Esplanade, Newcastle, NSW 2300",884,Soil Quality Test,Description 38,4.88,Equipment 3,378.88,Non-Compliant,3,52,Yes,No
02-09-2022,4,Olivia Hall,Sydney,20,Lambton Park,"Circular Quay, Sydney, NSW 2000",564,Water Quality Test,Description 150,1.1,Equipment 13,121.02,Compliant,4,2912,No,
24-06-2022,23,Wendy Mitchell,Melbourne,14,Richley Reserve,"Federation Square, Melbourne, VIC 3000",487,Soil Quality Test,Description 175,6.98,Equipment 7,231.79,Compliant,5,3785,Yes,No
01-12-2022,15,Laura Clark,Brisbane,19,Braye Park,"Wrightson Avenue, Bar Beach, NSW 2300",69,Noise Level Measurement,Description 69,1.84,Equipment 8,129.2,Non-Compliant,3,3661,Yes,No
02-09-2022,8,Yvonne Cook,Perth,24,Waratah Park,"Kings Park, Perth, WA 6005",363,Water Quality Test,Description 78,6.68,Equipment 17,100.32,Compliant,5,3935,No,
